land,year,metric_type,value,country_code
Netherlands Antilles [former],2005,Arable land (thousand hectares),8.0,
Netherlands Antilles [former],2005,Forest cover (thousand hectares),2.0,
Netherlands Antilles [former],2005,Arable land (% of total land area),0.8,
Netherlands Antilles [former],2005,Forest cover (% of total land area),0.6,
Netherlands Antilles [former],2010,Land area (thousand hectares),80.0,
Netherlands Antilles [former],2010,Arable land (thousand hectares),8.0,
Netherlands Antilles [former],2010,Forest cover (thousand hectares),2.0,
Netherlands Antilles [former],2010,Arable land (% of total land area),0.8,
Netherlands Antilles [former],2010,Forest cover (% of total land area),0.6,
New Caledonia,2005,Land area (thousand hectares),1828.0,NCL
New Caledonia,2005,Arable land (thousand hectares),7.0,NCL
New Caledonia,2005,Permanent crops (thousand hectares),4.0,NCL
New Caledonia,2005,Forest cover (thousand hectares),838.0,NCL
New Caledonia,2005,Arable land (% of total land area),0.4,NCL
New Caledonia,2005,Permanent crops (% of total land area),0.2,NCL
New Caledonia,2005,Forest cover (% of total land area),45.9,NCL
New Caledonia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),5.31,NCL
New Caledonia,2010,Land area (thousand hectares),1828.0,NCL
New Caledonia,2010,Arable land (thousand hectares),7.0,NCL
New Caledonia,2010,Permanent crops (thousand hectares),4.0,NCL
New Caledonia,2010,Forest cover (thousand hectares),839.0,NCL
New Caledonia,2010,Arable land (% of total land area),0.4,NCL
New Caledonia,2010,Permanent crops (% of total land area),0.2,NCL
New Caledonia,2010,Forest cover (% of total land area),45.9,NCL
New Caledonia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),27.89,NCL
New Caledonia,2019,Land area (thousand hectares),1828.0,NCL
New Caledonia,2019,Arable land (thousand hectares),6.0,NCL
New Caledonia,2019,Permanent crops (thousand hectares),4.0,NCL
New Caledonia,2019,Forest cover (thousand hectares),838.0,NCL
New Caledonia,2019,Arable land (% of total land area),0.3,NCL
New Caledonia,2019,Permanent crops (% of total land area),0.2,NCL
New Caledonia,2019,Forest cover (% of total land area),45.8,NCL
New Caledonia,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),42.22,NCL
New Caledonia,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),42.22,NCL
New Zealand,2005,Land area (thousand hectares),26331.0,NZL
New Zealand,2005,Arable land (thousand hectares),425.0,NZL
New Zealand,2005,Permanent crops (thousand hectares),63.0,NZL
New Zealand,2005,Forest cover (thousand hectares),9849.0,NZL
New Zealand,2005,Arable land (% of total land area),1.6,NZL
New Zealand,2005,Permanent crops (% of total land area),0.2,NZL
New Zealand,2005,Forest cover (% of total land area),37.4,NZL
New Zealand,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),43.99,NZL
New Zealand,2010,Land area (thousand hectares),26331.0,NZL
New Zealand,2010,Arable land (thousand hectares),499.0,NZL
New Zealand,2010,Permanent crops (thousand hectares),71.0,NZL
New Zealand,2010,Forest cover (thousand hectares),9848.0,NZL
New Zealand,2010,Arable land (% of total land area),1.9,NZL
New Zealand,2010,Permanent crops (% of total land area),0.3,NZL
New Zealand,2010,Forest cover (% of total land area),37.4,NZL
New Zealand,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),45.45,NZL
New Zealand,2019,Land area (thousand hectares),26331.0,NZL
New Zealand,2019,Arable land (thousand hectares),546.0,NZL
New Zealand,2019,Permanent crops (thousand hectares),74.0,NZL
New Zealand,2019,Forest cover (thousand hectares),9866.0,NZL
New Zealand,2019,Arable land (% of total land area),2.1,NZL
New Zealand,2019,Permanent crops (% of total land area),0.3,NZL
New Zealand,2019,Forest cover (% of total land area),37.5,NZL
New Zealand,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),46.22,NZL
New Zealand,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),46.22,NZL
Nicaragua,2005,Land area (thousand hectares),12034.0,NIC
Nicaragua,2005,Arable land (thousand hectares),2000.0,NIC
Nicaragua,2005,Permanent crops (thousand hectares),290.0,NIC
Nicaragua,2005,Forest cover (thousand hectares),4794.0,NIC
Nicaragua,2005,Arable land (% of total land area),16.6,NIC
Nicaragua,2005,Permanent crops (% of total land area),2.4,NIC
Nicaragua,2005,Forest cover (% of total land area),39.8,NIC
Nicaragua,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),68.13,NIC
Nicaragua,2010,Land area (thousand hectares),12034.0,NIC
Nicaragua,2010,Arable land (thousand hectares),1531.0,NIC
Nicaragua,2010,Permanent crops (thousand hectares),295.0,NIC
Nicaragua,2010,Forest cover (thousand hectares),4188.0,NIC
Nicaragua,2010,Arable land (% of total land area),12.7,NIC
Nicaragua,2010,Permanent crops (% of total land area),2.5,NIC
Nicaragua,2010,Forest cover (% of total land area),34.8,NIC
Nicaragua,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),68.13,NIC
Nicaragua,2019,Land area (thousand hectares),12034.0,NIC
Nicaragua,2019,Arable land (thousand hectares),1504.0,NIC
Nicaragua,2019,Permanent crops (thousand hectares),286.0,NIC
Nicaragua,2019,Forest cover (thousand hectares),3508.0,NIC
Nicaragua,2019,Arable land (% of total land area),12.5,NIC
Nicaragua,2019,Permanent crops (% of total land area),2.4,NIC
Nicaragua,2019,Forest cover (% of total land area),29.1,NIC
Nicaragua,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),69.68,NIC
Nicaragua,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),69.68,NIC
Niger,2005,Land area (thousand hectares),126670.0,NER
Niger,2005,Arable land (thousand hectares),14123.0,NER
Niger,2005,Permanent crops (thousand hectares),60.0,NER
Niger,2005,Forest cover (thousand hectares),1266.0,NER
Niger,2005,Arable land (% of total land area),11.1,NER
Niger,2005,Permanent crops (% of total land area),0.0,NER
Niger,2005,Forest cover (% of total land area),1.0,NER
Niger,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),23.44,NER
Niger,2010,Land area (thousand hectares),126670.0,NER
Niger,2010,Arable land (thousand hectares),15100.0,NER
Niger,2010,Permanent crops (thousand hectares),100.0,NER
Niger,2010,Forest cover (thousand hectares),1204.0,NER
Niger,2010,Arable land (% of total land area),11.9,NER
Niger,2010,Permanent crops (% of total land area),0.1,NER
Niger,2010,Forest cover (% of total land area),1.0,NER
Niger,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),23.44,NER
Niger,2019,Land area (thousand hectares),126670.0,NER
Niger,2019,Arable land (thousand hectares),17700.0,NER
Niger,2019,Permanent crops (thousand hectares),118.0,NER
Niger,2019,Forest cover (thousand hectares),1092.0,NER
Niger,2019,Arable land (% of total land area),14.0,NER
Niger,2019,Permanent crops (% of total land area),0.1,NER
Niger,2019,Forest cover (% of total land area),0.9,NER
Niger,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),54.69,NER
Niger,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),54.69,NER
Nigeria,2005,Land area (thousand hectares),91077.0,NGA
Nigeria,2005,Arable land (thousand hectares),36000.0,NGA
Nigeria,2005,Permanent crops (thousand hectares),6400.0,NGA
Nigeria,2005,Forest cover (thousand hectares),24077.0,NGA
Nigeria,2005,Arable land (% of total land area),39.5,NGA
Nigeria,2005,Permanent crops (% of total land area),7.0,NGA
Nigeria,2005,Forest cover (% of total land area),26.4,NGA
Nigeria,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),61.98,NGA
Nigeria,2010,Land area (thousand hectares),91077.0,NGA
Nigeria,2010,Arable land (thousand hectares),33000.0,NGA
Nigeria,2010,Permanent crops (thousand hectares),6700.0,NGA
Nigeria,2010,Forest cover (thousand hectares),23260.0,NGA
Nigeria,2010,Arable land (% of total land area),36.2,NGA
Nigeria,2010,Permanent crops (% of total land area),7.4,NGA
Nigeria,2010,Forest cover (% of total land area),25.5,NGA
Nigeria,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),79.88,NGA
Nigeria,2019,Land area (thousand hectares),91077.0,NGA
Nigeria,2019,Arable land (thousand hectares),34000.0,NGA
Nigeria,2019,Permanent crops (thousand hectares),6500.0,NGA
Nigeria,2019,Forest cover (thousand hectares),21790.0,NGA
Nigeria,2019,Arable land (% of total land area),37.3,NGA
Nigeria,2019,Permanent crops (% of total land area),7.1,NGA
Nigeria,2019,Forest cover (% of total land area),23.9,NGA
Nigeria,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),79.88,NGA
Nigeria,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),79.88,NGA
Niue,2005,Land area (thousand hectares),26.0,NIU
Niue,2005,Arable land (thousand hectares),1.0,NIU
Niue,2005,Permanent crops (thousand hectares),3.0,NIU
Niue,2005,Forest cover (thousand hectares),19.0,NIU
Niue,2005,Arable land (% of total land area),3.8,NIU
Niue,2005,Permanent crops (% of total land area),10.8,NIU
Niue,2005,Forest cover (% of total land area),72.3,NIU
Niue,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),95.28,NIU
Niue,2010,Land area (thousand hectares),26.0,NIU
Niue,2010,Arable land (thousand hectares),1.0,NIU
Niue,2010,Permanent crops (thousand hectares),3.0,NIU
Niue,2010,Forest cover (thousand hectares),19.0,NIU
Niue,2010,Arable land (% of total land area),3.8,NIU
Niue,2010,Permanent crops (% of total land area),11.5,NIU
Niue,2010,Forest cover (% of total land area),72.2,NIU
Niue,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),95.28,NIU
Niue,2019,Land area (thousand hectares),26.0,NIU
Niue,2019,Arable land (thousand hectares),1.0,NIU
Niue,2019,Permanent crops (thousand hectares),3.0,NIU
Niue,2019,Forest cover (thousand hectares),19.0,NIU
Niue,2019,Arable land (% of total land area),3.8,NIU
Niue,2019,Permanent crops (% of total land area),11.5,NIU
Niue,2019,Forest cover (% of total land area),72.5,NIU
Niue,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),95.28,NIU
Niue,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),95.28,NIU
Norfolk Island,2005,Land area (thousand hectares),4.0,NFK
Norfolk Island,2005,Forest cover (thousand hectares),0.0,NFK
Norfolk Island,2005,Forest cover (% of total land area),12.3,NFK
Norfolk Island,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),55.49,NFK
Norfolk Island,2010,Land area (thousand hectares),4.0,NFK
Norfolk Island,2010,Forest cover (thousand hectares),0.0,NFK
Norfolk Island,2010,Forest cover (% of total land area),12.3,NFK
Norfolk Island,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),55.49,NFK
Norfolk Island,2019,Land area (thousand hectares),4.0,NFK
Norfolk Island,2019,Forest cover (thousand hectares),0.0,NFK
Norfolk Island,2019,Forest cover (% of total land area),12.3,NFK
Norfolk Island,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),58.77,NFK
Norfolk Island,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),58.77,NFK
North Macedonia,2005,Land area (thousand hectares),2543.0,MKD
North Macedonia,2005,Arable land (thousand hectares),448.0,MKD
North Macedonia,2005,Permanent crops (thousand hectares),39.0,MKD
North Macedonia,2005,Forest cover (thousand hectares),959.0,MKD
North Macedonia,2005,Arable land (% of total land area),17.6,MKD
North Macedonia,2005,Permanent crops (% of total land area),1.5,MKD
North Macedonia,2005,Forest cover (% of total land area),37.7,MKD
North Macedonia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),24.18,MKD
North Macedonia,2010,Land area (thousand hectares),2522.0,MKD
North Macedonia,2010,Arable land (thousand hectares),414.0,MKD
North Macedonia,2010,Permanent crops (thousand hectares),35.0,MKD
North Macedonia,2010,Forest cover (thousand hectares),960.0,MKD
North Macedonia,2010,Arable land (% of total land area),16.4,MKD
North Macedonia,2010,Permanent crops (% of total land area),1.4,MKD
North Macedonia,2010,Forest cover (% of total land area),38.1,MKD
North Macedonia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),24.4,MKD
North Macedonia,2019,Land area (thousand hectares),2522.0,MKD
North Macedonia,2019,Arable land (thousand hectares),419.0,MKD
North Macedonia,2019,Permanent crops (thousand hectares),41.0,MKD
North Macedonia,2019,Forest cover (thousand hectares),1001.0,MKD
North Macedonia,2019,Arable land (% of total land area),16.6,MKD
North Macedonia,2019,Permanent crops (% of total land area),1.6,MKD
North Macedonia,2019,Forest cover (% of total land area),39.7,MKD
North Macedonia,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),24.4,MKD
North Macedonia,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),24.4,MKD
Northern Mariana Islands,2005,Land area (thousand hectares),46.0,MNP
Northern Mariana Islands,2005,Arable land (thousand hectares),1.0,MNP
Northern Mariana Islands,2005,Permanent crops (thousand hectares),1.0,MNP
Northern Mariana Islands,2005,Forest cover (thousand hectares),31.0,MNP
Northern Mariana Islands,2005,Arable land (% of total land area),2.2,MNP
Northern Mariana Islands,2005,Permanent crops (% of total land area),2.2,MNP
Northern Mariana Islands,2005,Forest cover (% of total land area),67.7,MNP
Northern Mariana Islands,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),12.81,MNP
Northern Mariana Islands,2010,Land area (thousand hectares),46.0,MNP
Northern Mariana Islands,2010,Arable land (thousand hectares),0.0,MNP
Northern Mariana Islands,2010,Permanent crops (thousand hectares),0.0,MNP
Northern Mariana Islands,2010,Forest cover (thousand hectares),30.0,MNP
Northern Mariana Islands,2010,Arable land (% of total land area),0.5,MNP
Northern Mariana Islands,2010,Permanent crops (% of total land area),0.5,MNP
Northern Mariana Islands,2010,Forest cover (% of total land area),65.9,MNP
Northern Mariana Islands,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),40.59,MNP
Northern Mariana Islands,2019,Land area (thousand hectares),46.0,MNP
Northern Mariana Islands,2019,Arable land (thousand hectares),0.0,MNP
Northern Mariana Islands,2019,Permanent crops (thousand hectares),0.0,MNP
Northern Mariana Islands,2019,Forest cover (thousand hectares),24.0,MNP
Northern Mariana Islands,2019,Arable land (% of total land area),0.2,MNP
Northern Mariana Islands,2019,Permanent crops (% of total land area),0.2,MNP
Northern Mariana Islands,2019,Forest cover (% of total land area),53.0,MNP
Northern Mariana Islands,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),40.59,MNP
Northern Mariana Islands,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),40.59,MNP
