country,country_code,series,seriescode,measure,period,D1,D2,D3,data,footnoteref
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016JAN ,,,,               821,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016MAR ,,,,               634,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016APR ,,,,               904,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016MAY ,,,,               996,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016JUN ,,,,              1166,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016AUG ,,,,              1186,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016SEP ,,,,               951,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016JUL ,,,,              1056,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016OCT ,,,,               887,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016YEAR,,,,               917,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016NOV ,,,,               841,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015YEAR,,,,               854,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015AUG ,,,,               873,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015DEC ,,,,               772,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015JAN ,,,,               753,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015FEB ,,,,               855,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015MAR ,,,,               890,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015APR ,,,,               807,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015OCT ,,,,              1069,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015NOV ,,,,               744,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015SEP ,,,,               924,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015MAY ,,,,               806,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015JUN ,,,,               917,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015JUL ,,,,               840,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014DEC ,,,,              1160,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014NOV ,,,,               960,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014JUL ,,,,              1202,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014YEAR,,,,              1140,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014JUN ,,,,              1077,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014OCT ,,,,              1170,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014AUG ,,,,              1240,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014SEP ,,,,              1156,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2013YEAR,,,,               915,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2012YEAR,,,,               988,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2011YEAR,,,,              1096,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2010YEAR,,,,               942,
